Date,act1_price,act2_price,act3_price,act4_price,act5_price
18/11/2016,18867.92969,5321.509766,1315.640015,12.85,104.887405
21/11/2016,18956.68945,5368.859863,1322.22998,12.42,106.478912
22/11/2016,19023.86914,5386.350098,1334.339966,12.41,106.545609
23/11/2016,19083.17969,5380.680176,1342.089966,12.43,106.002403
25/11/2016,19152.14063,5398.919922,1347.199951,12.34,106.536087
28/11/2016,19097.90039,5368.810059,1329.829956,13.15,106.326416
29/11/2016,19121.59961,5379.919922,1328.219971,12.9,106.221603
30/11/2016,19123.58008,5323.680176,1322.339966,13.33,105.325768
01/12/2016,19191.92969,5251.109863,1313.800049,14.07,104.344177
02/12/2016,19170.41992,5255.649902,1314.25,14.12,104.734901
05/12/2016,19216.24023,5308.890137,1337.790039,12.14,103.982048
06/12/2016,19251.7793,5333,1352.670044,11.79,104.782547
07/12/2016,19549.61914,5393.759766,1364.51001,12.22,105.811821
08/12/2016,19614.81055,5417.359863,1386.369995,12.64,106.850578
09/12/2016,19756.84961,5444.5,1388.069946,11.75,108.594566
12/12/2016,19796.42969,5412.540039,1373.140015,12.64,107.975121
13/12/2016,19911.21094,5463.830078,1373.530029,12.72,109.776306
14/12/2016,19792.5293,5436.669922,1356.02002,13.19,109.776306
15/12/2016,19852.24023,5456.850098,1366.410034,12.79,110.376678
16/12/2016,19843.41016,5437.160156,1364.189941,12.2,110.51963
19/12/2016,19883.06055,5457.439941,1371.680054,11.71,111.15815
20/12/2016,19974.61914,5483.939941,1383.959961,11.45,111.453575
21/12/2016,19941.96094,5471.430176,1375.189941,11.27,111.558411
22/12/2016,19918.88086,5447.419922,1362.660034,11.43,110.824593
23/12/2016,19933.81055,5462.689941,1371.51001,11.44,111.043777
27/12/2016,19945.03906,5487.439941,1377.709961,11.99,111.749001
28/12/2016,19833.67969,5438.560059,1360.829956,12.95,111.272507
29/12/2016,19819.7793,5432.089844,1363.180054,13.37,111.243919
30/12/2016,19762.59961,5383.120117,1357.130005,14.04,110.376678
03/01/2017,19881.75977,5429.080078,1365.48999,12.85,110.691154
04/01/2017,19942.16016,5477,1387.949951,11.85,110.567276
05/01/2017,19899.28906,5487.939941,1371.939941,11.67,111.129562
06/01/2017,19963.80078,5521.060059,1367.280029,11.32,112.368469
09/01/2017,19887.38086,5531.819824,1357.48999,11.56,113.397697
10/01/2017,19855.5293,5551.819824,1370.900024,11.49,113.51207
11/01/2017,19954.2793,5563.649902,1373.300049,11.26,114.121986
12/01/2017,19891,5547.490234,1361.069946,11.54,113.645454
13/01/2017,19885.73047,5574.120117,1372.050049,11.23,113.445343
17/01/2017,19826.76953,5538.72998,1352.319946,11.87,114.360237
18/01/2017,19804.7207,5555.649902,1358.560059,12.48,114.350693
19/01/2017,19732.40039,5540.080078,1345.73999,12.78,114.150558
20/01/2017,19827.25,5555.330078,1351.849976,11.54,114.360237
23/01/2017,19799.84961,5552.939941,1347.839966,11.77,114.436478
24/01/2017,19912.71094,5600.959961,1369.209961,11.07,114.33165
25/01/2017,20068.50977,5656.339844,1382.439941,10.81,116.151878
26/01/2017,20100.91016,5655.180176,1375.599976,10.63,116.209045
27/01/2017,20093.7793,5660.779785,1370.699951,10.58,116.218582
30/01/2017,19971.13086,5613.709961,1352.329956,11.88,115.913605
31/01/2017,19864.08984,5614.790039,1361.819946,11.99,115.646774
01/02/2017,19890.93945,5642.649902,1361.22998,11.81,122.69899
02/02/2017,19884.91016,5636.200195,1357.430054,11.93,122.489342
03/02/2017,20071.46094,5666.77002,1377.839966,10.97,123.013496
06/02/2017,20052.41992,5663.549805,1366.660034,11.37,124.166626
07/02/2017,20090.28906,5674.220215,1361.060059,11.29,125.348328
08/02/2017,20054.33984,5682.450195,1358.73999,11.45,125.834366
09/02/2017,20172.40039,5715.180176,1378.530029,10.88,126.743645
10/02/2017,20269.36914,5734.129883,1388.839966,10.85,126.45649
13/02/2017,20412.16016,5763.959961,1392.380005,11.07,127.57634
14/02/2017,20504.41016,5782.569824,1396.650024,10.74,129.232193
15/02/2017,20611.85938,5819.439941,1404.209961,11.97,129.701187
16/02/2017,20619.76953,5814.899902,1399.130005,11.76,129.54805
17/02/2017,20624.05078,5838.580078,1399.859985,11.49,129.902206
21/02/2017,20743,5865.950195,1410.339966,11.57,130.84021
22/02/2017,20775.59961,5860.629883,1403.859985,11.74,131.232605
23/02/2017,20810.32031,5835.509766,1394.619995,11.71,130.67746
24/02/2017,20821.75977,5845.310059,1394.52002,11.47,130.801926
27/02/2017,20837.43945,5861.899902,1407.969971,12.09,131.060333
28/02/2017,20812.24023,5825.439941,1386.680054,12.92,131.117783
01/03/2017,21115.55078,5904.029785,1413.640015,12.54,133.797699
02/03/2017,21002.9707,5861.220215,1395.670044,11.81,133.003311
03/03/2017,21005.71094,5870.75,1394.130005,10.96,133.788147
06/03/2017,20954.33984,5849.180176,1384.25,11.24,133.367004
07/03/2017,20924.75977,5833.930176,1374.880005,11.45,133.539307
08/03/2017,20855.73047,5837.549805,1366.040039,11.86,133.04158
09/03/2017,20858.18945,5838.810059,1360.119995,12.3,132.735291
10/03/2017,20902.98047,5861.72998,1365.26001,11.66,133.175598
13/03/2017,20881.48047,5875.779785,1370.280029,11.35,133.233002
14/03/2017,20837.36914,5856.819824,1362.380005,12.3,133.032028
15/03/2017,20950.09961,5900.049805,1382.829956,11.63,134.439026
16/03/2017,20934.55078,5900.759766,1386.030029,11.21,134.659134
17/03/2017,20914.61914,5901,1391.52002,11.28,133.989166
20/03/2017,20905.85938,5901.529785,1384.099976,11.34,135.396149
21/03/2017,20668.00977,5793.830078,1346.550049,12.47,133.845581
22/03/2017,20661.30078,5821.640137,1345.599976,12.81,135.357864
23/03/2017,20656.58008,5817.689941,1353.430054,13.12,134.879257
24/03/2017,20596.7207,5828.740234,1354.640015,12.96,134.611282
27/03/2017,20550.98047,5840.370117,1357.319946,12.5,134.841019
28/03/2017,20701.5,5875.140137,1367.26001,11.53,137.635849
29/03/2017,20659.32031,5897.549805,1371.640015,11.42,137.942093
30/03/2017,20728.49023,5914.339844,1382.349976,11.54,137.760239
31/03/2017,20663.2207,5911.740234,1385.920044,12.37,137.501846
03/04/2017,20650.21094,5894.680176,1369.670044,12.38,137.540146
04/04/2017,20689.24023,5898.609863,1368.180054,11.79,138.564255
05/04/2017,20648.15039,5864.47998,1352.140015,12.89,137.84639
06/04/2017,20662.94922,5878.950195,1364.430054,12.39,137.501846
07/04/2017,20656.09961,5877.810059,1364.560059,12.87,137.195557
10/04/2017,20658.01953,5880.930176,1367.089966,14.05,137.032837
11/04/2017,20651.30078,5866.77002,1376.949951,15.07,135.558868
12/04/2017,20591.85938,5836.160156,1359.199951,15.77,135.721542
13/04/2017,20453.25,5805.149902,1345.23999,15.96,135.003723
17/04/2017,20636.91992,5856.790039,1361.180054,14.66,135.750275
18/04/2017,20523.2793,5849.470215,1361.890015,14.42,135.147308
19/04/2017,20404.49023,5863.029785,1367.130005,14.93,134.649567
20/04/2017,20578.71094,5916.779785,1384.150024,14.15,136.334137
21/04/2017,20547.75977,5910.52002,1379.849976,14.63,136.171432
24/04/2017,20763.89063,5983.819824,1397.939941,10.84,137.482697
25/04/2017,20996.11914,6025.490234,1411.079956,10.76,138.334549
26/04/2017,20975.08984,6025.22998,1419.430054,10.85,137.520996
27/04/2017,20981.33008,6048.939941,1417.130005,10.36,137.626251
28/04/2017,20940.50977,6047.609863,1400.430054,10.82,137.492264
01/05/2017,20913.46094,6091.600098,1407.359985,10.11,140.296677
02/05/2017,20949.89063,6095.370117,1399.359985,10.59,141.186783
03/05/2017,20957.90039,6072.549805,1390.920044,10.68,140.756119
04/05/2017,20951.4707,6075.339844,1388.849976,10.46,140.248795
05/05/2017,21006.93945,6100.759766,1397,10.57,142.574631
08/05/2017,21012.2793,6102.660156,1391.640015,9.77,146.45105
09/05/2017,20975.7793,6120.589844,1391.859985,9.96,147.389038
10/05/2017,20943.10938,6129.140137,1399.589966,10.21,146.690308
11/05/2017,20919.41992,6115.959961,1390.199951,10.6,147.958923
12/05/2017,20896.60938,6121.22998,1382.77002,10.4,150.025269
15/05/2017,20981.93945,6149.669922,1393.920044,10.42,149.640854
16/05/2017,20979.75,6169.870117,1394.680054,10.65,149.419769
17/05/2017,20606.92969,6011.240234,1355.890015,15.59,144.402939
18/05/2017,20663.01953,6055.129883,1361.079956,14.66,146.60379
19/05/2017,20804.83984,6083.700195,1367.329956,12.04,147.103546
22/05/2017,20894.83008,6133.620117,1377.140015,10.93,147.997375
23/05/2017,20937.91016,6138.709961,1380.97998,10.72,147.814774
24/05/2017,21012.41992,6163.02002,1382.51001,10.02,147.372681
25/05/2017,21082.94922,6205.259766,1383.390015,9.99,147.882019
26/05/2017,21080.2793,6210.189941,1382.23999,9.81,147.632202
30/05/2017,21029.4707,6203.189941,1371.189941,10.38,147.68985
31/05/2017,21008.65039,6198.52002,1370.209961,10.41,146.815247
01/06/2017,21144.17969,6246.830078,1396.060059,9.89,147.218903
02/06/2017,21206.28906,6305.799805,1405.390015,9.75,149.400574
05/06/2017,21184.03906,6295.680176,1396.449951,10.07,147.939713
06/06/2017,21136.23047,6275.060059,1394.900024,10.45,148.439484
07/06/2017,21173.68945,6297.379883,1396.670044,10.39,149.3237
08/06/2017,21182.5293,6321.759766,1415.609985,10.16,148.958481
09/06/2017,21271.9707,6207.919922,1421.709961,10.7,143.182343
12/06/2017,21235.66992,6175.459961,1419.209961,11.46,139.76091
13/06/2017,21328.4707,6220.370117,1425.98999,10.42,140.885376
14/06/2017,21374.56055,6194.890137,1417.569946,10.64,139.511017
15/06/2017,21359.90039,6165.5,1410.079956,10.9,138.674835
16/06/2017,21384.2793,6151.759766,1406.72998,10.38,136.73349
19/06/2017,21528.99023,6239.009766,1418.079956,10.37,140.645081
20/06/2017,21467.14063,6188.029785,1402.969971,10.86,139.366852
21/06/2017,21410.0293,6233.950195,1399.25,10.75,140.193375
22/06/2017,21397.28906,6236.689941,1404.540039,10.48,139.962753
23/06/2017,21394.75977,6265.25,1414.780029,10.02,140.587418
26/06/2017,21409.55078,6247.149902,1416.640015,9.9,140.145325
27/06/2017,21310.66016,6146.620117,1403.52002,11.06,138.136642
28/06/2017,21454.60938,6234.410156,1425.27002,10.03,140.154953
29/06/2017,21287.0293,6144.350098,1416.199951,11.44,138.088608
30/06/2017,21349.63086,6140.419922,1415.359985,11.18,138.415375
03/07/2017,21479.26953,6110.060059,1426.680054,11.22,137.915588
05/07/2017,21478.16992,6150.859863,1420.150024,11.07,138.482651
06/07/2017,21320.03906,6089.459961,1400.810059,12.54,137.175583
07/07/2017,21414.33984,6153.080078,1415.839966,11.19,138.569153
10/07/2017,21408.51953,6176.390137,1408.469971,11.11,139.414871
11/07/2017,21409.07031,6193.299805,1413.050049,10.89,139.866608
12/07/2017,21532.14063,6261.169922,1424.319946,10.3,140.068436
13/07/2017,21553.08984,6274.439941,1425.660034,9.9,142.01947
14/07/2017,21637.74023,6312.470215,1428.819946,9.51,143.240021
17/07/2017,21629.7207,6314.430176,1431.599976,9.82,143.739761
18/07/2017,21574.73047,6344.310059,1427.609985,9.89,144.239548
19/07/2017,21640.75,6385.040039,1441.77002,9.79,145.14296
20/07/2017,21611.7793,6390,1442.349976,9.58,144.48941
21/07/2017,21580.07031,6387.75,1435.839966,9.36,144.422134
24/07/2017,21513.16992,6410.810059,1438.050049,9.43,146.171341
25/07/2017,21613.42969,6412.169922,1450.390015,9.43,146.796021
26/07/2017,21711.00977,6422.75,1442.280029,9.6,147.488022
27/07/2017,21796.55078,6382.189941,1433.619995,10.11,144.700867
28/07/2017,21830.31055,6374.680176,1429.26001,10.29,143.682114
31/07/2017,21891.11914,6348.120117,1425.140015,10.26,142.942078
01/08/2017,21963.91992,6362.939941,1428.329956,10.09,144.210724
02/08/2017,22016.24023,6362.649902,1412.900024,10.28,151.024796
03/08/2017,22026.09961,6340.339844,1405.22998,10.44,149.5159
04/08/2017,22092.81055,6351.560059,1412.319946,10.03,150.303986
07/08/2017,22118.41992,6383.77002,1414.170044,9.93,152.629822
08/08/2017,22085.33984,6370.459961,1410.150024,10.96,153.850388
09/08/2017,22048.69922,6352.330078,1396.949951,11.11,154.792236
10/08/2017,21844.00977,6216.870117,1372.540039,16.040001,149.861832
11/08/2017,21858.32031,6256.560059,1374.22998,15.51,151.945938
14/08/2017,21993.71094,6340.22998,1394.310059,12.33,154.232635
15/08/2017,21998.99023,6333.009766,1383.23999,12.04,155.921127
16/08/2017,22024.86914,6345.109863,1383.530029,11.74,155.293991
17/08/2017,21750.73047,6221.910156,1358.939941,15.55,152.312561
18/08/2017,21674.50977,6216.529785,1357.790039,14.26,151.96524
21/08/2017,21703.75,6213.129883,1356.900024,13.19,151.685425
22/08/2017,21899.89063,6297.47998,1371.540039,11.35,154.165115
23/08/2017,21812.08984,6278.410156,1369.73999,12.25,154.358063
24/08/2017,21783.40039,6271.330078,1373.880005,12.23,153.673019
25/08/2017,21813.66992,6265.640137,1377.449951,11.28,154.242294
28/08/2017,21808.40039,6283.02002,1382.22998,11.32,155.795715
29/08/2017,21865.36914,6301.890137,1383.680054,11.7,157.185104
30/08/2017,21892.42969,6368.310059,1391.319946,11.22,157.609665
31/08/2017,21948.09961,6428.660156,1405.280029,10.59,158.236786
01/09/2017,21987.56055,6435.330078,1413.569946,10.13,158.285065
05/09/2017,21753.31055,6375.569824,1399.660034,12.23,156.384277
06/09/2017,21807.64063,6393.310059,1402.199951,11.63,156.220215
07/09/2017,21784.7793,6397.870117,1398.670044,11.55,155.593094
08/09/2017,21797.78906,6360.189941,1399.430054,12.12,153.055527
11/09/2017,22057.36914,6432.259766,1414.829956,10.73,155.824661
12/09/2017,22118.85938,6454.279785,1423.459961,10.58,155.207169
13/09/2017,22158.17969,6460.189941,1426.890015,10.5,154.039673
14/09/2017,22203.48047,6429.080078,1425.02002,10.44,152.717804
15/09/2017,22268.33984,6448.470215,1431.709961,10.17,154.261597
18/09/2017,22331.34961,6454.640137,1441.079956,10.15,153.094116
19/09/2017,22370.80078,6461.319824,1440.400024,10.18,153.151978
20/09/2017,22412.58984,6456.040039,1445.420044,9.78,150.58548
21/09/2017,22359.23047,6422.689941,1444.180054,9.67,147.999649
22/09/2017,22349.58984,6426.919922,1450.780029,9.59,146.552353
25/09/2017,22296.08984,6370.589844,1451.959961,10.21,145.25946
26/09/2017,22284.32031,6380.160156,1456.859985,10.17,147.758423
27/09/2017,22340.71094,6453.259766,1484.810059,9.87,148.81012
28/09/2017,22381.19922,6453.450195,1488.790039,9.55,147.893524
29/09/2017,22405.08984,6495.959961,1490.859985,9.51,148.703979
02/10/2017,22557.59961,6516.720215,1509.469971,9.45,148.404892
03/10/2017,22641.66992,6531.709961,1511.969971,9.51,149.051361
04/10/2017,22661.64063,6534.629883,1507.76001,9.63,148.086502
05/10/2017,22775.39063,6585.359863,1512.089966,9.19,149.929367
06/10/2017,22773.66992,6590.180176,1510.219971,9.65,149.842514
09/10/2017,22761.07031,6579.72998,1503.560059,10.33,150.363541
10/10/2017,22830.67969,6587.25,1508.01001,10.08,150.421432
11/10/2017,22872.89063,6603.549805,1506.920044,9.85,151.048615
12/10/2017,22841.00977,6591.509766,1505.160034,9.91,150.51796
13/10/2017,22871.7207,6605.799805,1502.660034,9.61,151.47316
16/10/2017,22956.96094,6624,1502.680054,9.91,154.261597
17/10/2017,22997.43945,6623.660156,1497.5,10.31,154.830856
18/10/2017,23157.59961,6624.220215,1505.140015,10.07,154.145813
19/10/2017,23163.03906,6605.069824,1502.040039,10.05,150.498627
20/10/2017,23328.63086,6629.049805,1509.25,9.97,150.75914
23/10/2017,23273.96094,6586.830078,1497.48999,11.07,150.681976
24/10/2017,23441.75977,6598.430176,1500.420044,11.16,151.579269
25/10/2017,23329.46094,6563.890137,1493.47998,11.23,150.913528
26/10/2017,23400.85938,6556.77002,1497.459961,11.3,151.878357
27/10/2017,23434.18945,6701.259766,1508.319946,9.8,157.32016
30/10/2017,23348.74023,6698.959961,1490.900024,10.5,160.861237
31/10/2017,23377.24023,6727.669922,1502.530029,10.18,163.09967
01/11/2017,23435.00977,6716.529785,1492.780029,10.2,161.025253
02/11/2017,23516.25977,6714.939941,1496.550049,9.93,162.202377
03/11/2017,23539.18945,6764.439941,1494.910034,9.14,166.438095
06/11/2017,23548.41992,6786.439941,1497.959961,9.4,168.126602
07/11/2017,23557.23047,6767.779785,1479.089966,9.89,168.666901
08/11/2017,23563.35938,6789.120117,1481.72998,9.78,170.046692
09/11/2017,23461.93945,6750.049805,1475.02002,10.5,169.699356
10/11/2017,23422.21094,6750.939941,1475.27002,11.29,169.13768
13/11/2017,23439.69922,6757.600098,1475.069946,11.5,168.459869
14/11/2017,23409.4707,6737.870117,1471.26001,11.59,165.913132
15/11/2017,23271.2793,6706.209961,1464.089966,13.13,163.724716
16/11/2017,23458.35938,6793.290039,1486.880005,11.76,165.680771
17/11/2017,23358.24023,6782.790039,1492.819946,11.43,164.760849
20/11/2017,23430.33008,6790.709961,1503.400024,10.65,164.596252
21/11/2017,23590.83008,6862.47998,1518.890015,9.73,167.656158
22/11/2017,23526.17969,6867.359863,1516.76001,9.88,169.418503
24/11/2017,23557.99023,6889.160156,1519.160034,9.67,169.428192
27/11/2017,23580.7793,6878.52002,1513.310059,9.87,168.576065
28/11/2017,23836.71094,6912.359863,1536.430054,10.03,167.588379
29/11/2017,23940.67969,6824.390137,1542.300049,10.7,164.112122
30/11/2017,24272.34961,6873.970215,1544.140015,11.28,166.407013
01/12/2017,24231.58984,6847.589844,1537.02002,11.43,165.632339
04/12/2017,24290.05078,6775.370117,1532.410034,11.68,164.421921
05/12/2017,24180.64063,6762.209961,1516.76001,11.33,164.266983
06/12/2017,24140.91016,6776.379883,1508.880005,11.02,163.656967
07/12/2017,24211.48047,6812.839844,1520.469971,10.16,163.957169
08/12/2017,24329.16016,6840.080078,1521.719971,9.58,164.005539
11/12/2017,24386.0293,6875.080078,1519.839966,9.34,167.201035
12/12/2017,24504.80078,6862.319824,1516.119995,9.92,166.261749
13/12/2017,24585.42969,6875.799805,1524.449951,10.18,166.813705
14/12/2017,24508.66016,6856.529785,1506.949951,10.49,166.765289
15/12/2017,24651.74023,6936.580078,1530.420044,9.42,168.459869
18/12/2017,24792.19922,6994.759766,1548.920044,9.53,170.832275
19/12/2017,24754.75,6963.850098,1536.75,10.03,169.01178
20/12/2017,24726.65039,6960.959961,1540.079956,9.72,168.82782
21/12/2017,24782.28906,6965.359863,1547.109985,9.62,169.466919
22/12/2017,24754.06055,6959.959961,1542.930054,9.9,169.466919
26/12/2017,24746.21094,6936.25,1544.22998,10.25,165.167572
27/12/2017,24774.30078,6939.339844,1543.939941,10.47,165.196625
28/12/2017,24837.50977,6950.160156,1548.930054,10.18,165.661407
29/12/2017,24719.2207,6903.390137,1535.51001,11.04,163.869995
02/01/2018,24824.00977,7006.899902,1550.01001,9.77,166.804016
03/01/2018,24922.67969,7065.529785,1552.579956,9.15,166.774963
04/01/2018,25075.13086,7077.910156,1555.719971,9.22,167.549622
05/01/2018,25295.86914,7136.560059,1560.01001,9.22,169.457214
08/01/2018,25283,7157.390137,1561.810059,9.52,168.82782
09/01/2018,25385.80078,7163.580078,1560.099976,10.08,168.808456
10/01/2018,25369.13086,7153.569824,1559.800049,9.82,168.769714
11/01/2018,25574.73047,7211.779785,1586.790039,9.88,169.728378
12/01/2018,25803.18945,7261.060059,1591.969971,10.16,171.481064
16/01/2018,25792.85938,7223.689941,1572.969971,11.66,170.609558
17/01/2018,26115.65039,7298.279785,1586.660034,11.91,173.427399
18/01/2018,26017.81055,7296.049805,1576.72998,12.22,173.582321
19/01/2018,26071.7207,7336.379883,1597.630005,11.27,172.807663
22/01/2018,26214.59961,7408.029785,1605.170044,11.03,171.393921
23/01/2018,26210.81055,7460.290039,1610.709961,11.1,171.432632
24/01/2018,26252.11914,7415.060059,1601.77002,11.47,168.70195
25/01/2018,26392.78906,7411.160156,1601.670044,11.58,165.690445
26/01/2018,26616.71094,7505.77002,1608.060059,11.08,166.077759
29/01/2018,26439.48047,7466.509766,1598.109985,13.84,162.640213
30/01/2018,26076.89063,7402.47998,1582.819946,14.79,161.68158
31/01/2018,26149.39063,7411.47998,1574.97998,13.54,162.127014
01/02/2018,26186.71094,7385.859863,1579.869995,13.47,162.465912
02/02/2018,25520.96094,7240.950195,1547.27002,17.309999,155.416519
05/02/2018,24345.75,6967.529785,1491.089966,37.32,151.533508
06/02/2018,24912.76953,7115.879883,1507.170044,29.98,157.866333
07/02/2018,24893.34961,7051.97998,1507.969971,27.73,154.486877
08/02/2018,23860.46094,6777.160156,1463.790039,33.459999,150.235947
09/02/2018,24190.90039,6874.490234,1477.839966,29.059999,152.073547
12/02/2018,24601.26953,6981.959961,1490.97998,25.610001,158.198883
13/02/2018,24640.44922,7013.509766,1494.949951,24.969999,159.783676
14/02/2018,24893.49023,7143.620117,1522.099976,19.26,162.729675
15/02/2018,25200.36914,7256.430176,1537.199951,19.129999,168.193878
16/02/2018,25219.38086,7239.470215,1543.550049,19.459999,167.649399
20/02/2018,24964.75,7234.310059,1529.98999,20.6,167.08548
21/02/2018,24797.7793,7218.22998,1531.839966,20.02,166.327103
22/02/2018,24962.48047,7210.089844,1529.98999,18.719999,167.717453
23/02/2018,25309.99023,7337.390137,1549.189941,16.49,170.634277
26/02/2018,25709.26953,7421.459961,1559.329956,15.8,174.008057
27/02/2018,25410.0293,7330.350098,1536.469971,18.59,173.444168
28/02/2018,25029.19922,7273.009766,1512.449951,19.85,173.181656
01/03/2018,24608.98047,7180.560059,1507.390015,22.469999,170.148117
02/03/2018,24538.06055,7257.870117,1533.170044,19.59,171.3246
05/03/2018,24874.75977,7330.709961,1546.050049,18.73,171.917709
06/03/2018,24884.11914,7372.009766,1562.199951,18.360001,171.771851
07/03/2018,24801.35938,7396.649902,1574.530029,17.76,170.177322
08/03/2018,24895.21094,7427.950195,1571.969971,16.540001,172.034363
09/03/2018,25335.74023,7560.810059,1597.140015,14.64,174.990051
12/03/2018,25178.60938,7588.319824,1601.060059,15.78,176.681824
13/03/2018,25007.0293,7511.009766,1592.050049,16.35,174.980347
14/03/2018,24758.11914,7496.810059,1584.310059,17.23,173.492752
15/03/2018,24873.66016,7481.740234,1576.619995,16.59,173.69693
16/03/2018,24946.50977,7481.990234,1586.050049,15.8,173.084427
19/03/2018,24610.91016,7344.240234,1570.560059,19.02,170.439835
20/03/2018,24727.26953,7364.299805,1570.410034,18.200001,170.3815
21/03/2018,24682.31055,7345.290039,1579.300049,17.860001,166.521561
22/03/2018,23957.89063,7166.680176,1543.869995,23.34,164.168655
23/03/2018,23533.19922,6992.669922,1510.079956,24.870001,160.367035
26/03/2018,24202.59961,7220.540039,1543.719971,21.030001,167.979996
27/03/2018,23857.71094,7008.810059,1513.569946,22.5,163.672775
28/03/2018,23848.41992,6949.22998,1513.030029,22.870001,161.864365
29/03/2018,24103.10938,7063.450195,1529.430054,19.969999,163.128311
02/04/2018,23644.18945,6870.120117,1492.530029,23.620001,162.058807
03/04/2018,24033.35938,6941.279785,1512.150024,21.1,163.72142
04/04/2018,24264.30078,7042.109863,1531.660034,20.059999,166.852142
05/04/2018,24505.2207,7076.549805,1542.930054,18.940001,168.009125
06/04/2018,23932.75977,6915.109863,1513.300049,21.49,163.7117
09/04/2018,23979.09961,6950.339844,1514.459961,21.77,165.335388
10/04/2018,24408,7094.299805,1543.430054,20.469999,168.446671
11/04/2018,24189.44922,7069.029785,1546.800049,20.24,167.659119
12/04/2018,24483.05078,7140.25,1557.329956,18.49,169.311996
13/04/2018,24360.14063,7106.649902,1549.51001,17.41,169.885605
16/04/2018,24573.03906,7156.279785,1563.030029,16.559999,170.945419
17/04/2018,24786.63086,7281.100098,1579.800049,15.25,173.298309
18/04/2018,24748.07031,7295.240234,1583.560059,15.6,172.909393
19/04/2018,24664.89063,7238.060059,1573.819946,15.96,168.009125
20/04/2018,24462.93945,7146.129883,1564.119995,16.879999,161.125412
23/04/2018,24448.68945,7128.600098,1562.119995,16.34,160.658752
24/04/2018,24024.13086,7007.350098,1553.280029,18.02,158.422516
25/04/2018,24083.83008,7003.740234,1550.469971,17.84,159.112808
26/04/2018,24322.33984,7118.680176,1557.890015,16.24,159.667007
27/04/2018,24311.18945,7119.799805,1556.23999,15.41,157.819687
30/04/2018,24163.15039,7066.27002,1541.880005,15.93,160.678177
01/05/2018,24099.05078,7130.700195,1550.329956,15.49,164.411697
02/05/2018,23924.98047,7100.899902,1554.910034,15.97,171.674622
03/05/2018,23930.15039,7088.149902,1546.560059,15.9,171.985733
04/05/2018,24262.50977,7209.620117,1565.599976,14.77,178.733322
07/05/2018,24357.32031,7265.209961,1578.949951,14.75,180.026459
08/05/2018,24360.21094,7266.899902,1586.390015,14.71,180.891769
09/05/2018,24542.53906,7339.910156,1596.050049,13.42,182.165451
10/05/2018,24739.5293,7404.970215,1603.709961,13.23,184.771149
11/05/2018,24831.16992,7402.879883,1606.790039,12.65,184.06842
14/05/2018,24899.41016,7411.319824,1600.339966,12.93,183.638962
15/05/2018,24706.41016,7351.629883,1600.339966,14.63,181.969971
16/05/2018,24768.92969,7398.299805,1616.369995,13.42,183.668228
17/05/2018,24713.98047,7382.470215,1625.290039,13.43,182.50679
18/05/2018,24715.08984,7354.339844,1626.630005,13.42,181.843079
21/05/2018,25013.28906,7394.040039,1637.439941,13.08,183.131439
22/05/2018,24834.41016,7378.459961,1625.23999,13.22,182.672684
23/05/2018,24886.81055,7425.959961,1627.609985,12.58,183.843964
24/05/2018,24811.75977,7424.430176,1628.219971,12.53,183.638962
25/05/2018,24753.08984,7433.850098,1626.930054,13.22,184.058655
29/05/2018,24361.44922,7396.589844,1623.650024,17.02,183.394974
30/05/2018,24667.7793,7462.450195,1647.98999,14.94,183.004562
31/05/2018,24415.83984,7442.120117,1633.609985,15.43,182.389633
01/06/2018,24635.21094,7554.330078,1647.97998,13.46,185.678833
04/06/2018,24813.68945,7606.459961,1653.369995,12.74,187.230743
05/06/2018,24799.98047,7637.859863,1664.630005,12.4,188.675247
06/06/2018,25146.39063,7689.240234,1675.949951,11.64,189.329178
07/06/2018,25241.41016,7635.069824,1667.77002,12.13,188.821671
08/06/2018,25316.5293,7645.509766,1672.48999,12.18,187.103851
11/06/2018,25322.31055,7659.930176,1674.680054,12.35,186.645111
12/06/2018,25320.73047,7703.790039,1682.300049,12.34,187.669937
13/06/2018,25201.19922,7695.700195,1676.540039,12.94,186.127823
14/06/2018,25175.31055,7761.040039,1684.719971,12.12,186.225433
15/06/2018,25090.48047,7746.379883,1683.910034,11.98,184.312439
18/06/2018,24987.4707,7747.029785,1692.459961,12.31,184.214798
19/06/2018,24700.21094,7725.589844,1693.449951,13.35,181.237946
20/06/2018,24657.80078,7781.509766,1706.98999,12.79,182.028534
21/06/2018,24461.69922,7712.950195,1688.949951,14.64,181.013458
22/06/2018,24580.89063,7692.819824,1685.579956,13.77,180.486389
25/06/2018,24252.80078,7532.009766,1657.51001,17.33,177.802338
26/06/2018,24283.10938,7561.629883,1668.530029,15.92,180.008163
27/06/2018,24117.58984,7445.080078,1640.449951,17.91,179.744629
28/06/2018,24216.05078,7503.680176,1645.02002,16.85,181.052505
29/06/2018,24271.41016,7510.299805,1643.069946,16.09,180.671844
02/07/2018,24307.17969,7567.689941,1655.089966,15.6,182.692215
03/07/2018,24174.82031,7502.669922,1660.420044,16.139999,179.510391
05/07/2018,24356.74023,7586.430176,1679.47998,14.97,180.954895
06/07/2018,24456.48047,7688.390137,1694.050049,13.37,183.463272
09/07/2018,24776.58984,7756.200195,1704.599976,12.69,186.010712
10/07/2018,24919.66016,7759.200195,1695.619995,12.64,185.786255
